	BaseGeneMean	is_outlier	outlier_ratio	gene_mean	prog_gene	prog_genemean	group1_DEratio	group1_genemean	group2_DEratio	group2_genemean	group3_DEratio	group3_genemean	group4_DEratio	group4_genemean	group5_DEratio	group5_genemean	group6_DEratio	group6_genemean
Gene16	0.022614570803458738	False	1.0	0.022614570803458738	False	0.022614570803458738	1.0	0.022614570803458738	1.0	0.022614570803458738	1.0	0.022614570803458738	1.0	0.022614570803458738	1.0	0.022614570803458738	1.0	0.022614570803458738
Gene17	0.010814018500949818	False	1.0	0.010814018500949818	False	0.010814018500949818	1.0	0.010814018500949818	1.0	0.010814018500949818	1.0	0.010814018500949818	1.0	0.010814018500949818	1.0	0.010814018500949818	1.0	0.010814018500949818
Gene18	0.009592803764649077	False	1.0	0.009592803764649077	False	0.009592803764649077	1.0	0.009592803764649077	1.0	0.009592803764649077	1.0	0.009592803764649077	1.0	0.009592803764649077	1.0	0.009592803764649077	1.0	0.009592803764649077
Gene19	0.016862460569112194	False	1.0	0.016862460569112194	False	0.016862460569112194	1.0	0.016862460569112194	1.0	0.016862460569112194	1.0	0.016862460569112194	1.0	0.016862460569112194	1.0	0.016862460569112194	1.0	0.016862460569112194
Gene20	0.07954115789404731	False	1.0	0.07954115789404731	False	0.07954115789404731	1.0	0.07954115789404731	1.0	0.07954115789404731	1.0	0.07954115789404731	1.0	0.07954115789404731	1.0	0.07954115789404731	1.0	0.07954115789404731
Gene21	0.02164088088413697	False	1.0	0.02164088088413697	False	0.02164088088413697	1.0	0.02164088088413697	1.0	0.02164088088413697	1.0	0.02164088088413697	1.0	0.02164088088413697	1.0	0.02164088088413697	1.0	0.02164088088413697
Gene22	0.0009008275051665881	False	1.0	0.0009008275051665881	False	0.0009008275051665881	1.0	0.0009008275051665881	1.0	0.0009008275051665881	1.0	0.0009008275051665881	1.0	0.0009008275051665881	1.0	0.0009008275051665881	1.0	0.0009008275051665881
Gene23	0.00042820631291476846	False	1.0	0.00042820631291476846	False	0.00042820631291476846	1.0	0.00042820631291476846	1.0	0.00042820631291476846	1.0	0.00042820631291476846	1.0	0.00042820631291476846	1.0	0.00042820631291476846	1.0	0.00042820631291476846
Gene24	0.03365501111498626	False	1.0	0.03365501111498626	False	0.03365501111498626	1.0	0.03365501111498626	1.0	0.03365501111498626	1.0	0.03365501111498626	1.0	0.03365501111498626	1.0	0.03365501111498626	1.0	0.03365501111498626
Gene25	0.012587852816870325	False	1.0	0.012587852816870325	False	0.012587852816870325	1.0	0.012587852816870325	1.0	0.012587852816870325	1.0	0.012587852816870325	1.0	0.012587852816870325	1.0	0.012587852816870325	1.0	0.012587852816870325
Gene26	0.007605258539301732	False	1.0	0.007605258539301732	False	0.007605258539301732	1.0	0.007605258539301732	1.0	0.007605258539301732	1.0	0.007605258539301732	1.0	0.007605258539301732	1.0	0.007605258539301732	1.0	0.007605258539301732
Gene27	0.01404073959051394	False	1.0	0.01404073959051394	False	0.01404073959051394	1.0	0.01404073959051394	1.0	0.01404073959051394	1.0	0.01404073959051394	1.0	0.01404073959051394	1.0	0.01404073959051394	1.0	0.01404073959051394
Gene28	0.001091896720148235	False	1.0	0.001091896720148235	False	0.001091896720148235	1.0	0.001091896720148235	1.0	0.001091896720148235	1.0	0.001091896720148235	1.0	0.001091896720148235	1.0	0.001091896720148235	1.0	0.001091896720148235
Gene29	0.028726870607927592	False	1.0	0.028726870607927592	False	0.028726870607927592	1.0	0.028726870607927592	1.0	0.028726870607927592	1.0	0.028726870607927592	1.0	0.028726870607927592	1.0	0.028726870607927592	1.0	0.028726870607927592
Gene30	0.00615829724737011	False	1.0	0.00615829724737011	False	0.00615829724737011	1.0	0.00615829724737011	1.0	0.00615829724737011	1.0	0.00615829724737011	1.0	0.00615829724737011	1.0	0.00615829724737011	1.0	0.00615829724737011
Gene31	0.12431390239974138	False	1.0	0.12431390239974138	False	0.12431390239974138	1.0	0.12431390239974138	1.0	0.12431390239974138	1.0	0.12431390239974138	1.0	0.12431390239974138	1.0	0.12431390239974138	1.0	0.12431390239974138
Gene32	0.027591081347921664	False	1.0	0.027591081347921664	False	0.027591081347921664	1.0	0.027591081347921664	1.0	0.027591081347921664	15.461912954614188	0.4266108981252439	1.0	0.027591081347921664	1.0	0.027591081347921664	1.0	0.027591081347921664
Gene33	0.04933922075755404	False	1.0	0.04933922075755404	False	0.04933922075755404	1.0	0.04933922075755404	1.0	0.04933922075755404	1.0	0.04933922075755404	1.0	0.04933922075755404	1.0	0.04933922075755404	13.74430877207319	0.6781334846653057
Gene34	0.0007363735905011707	False	1.0	0.0007363735905011707	False	0.0007363735905011707	1.0	0.0007363735905011707	1.0	0.0007363735905011707	1.0	0.0007363735905011707	1.0	0.0007363735905011707	1.0	0.0007363735905011707	1.0	0.0007363735905011707
Gene35	0.0077357860535851135	False	1.0	0.0077357860535851135	False	0.0077357860535851135	1.0	0.0077357860535851135	1.0	0.0077357860535851135	1.0	0.0077357860535851135	1.0	0.0077357860535851135	1.0	0.0077357860535851135	1.0	0.0077357860535851135
Gene36	0.011255449637470298	False	1.0	0.011255449637470298	False	0.011255449637470298	1.0	0.011255449637470298	1.0	0.011255449637470298	1.0	0.011255449637470298	1.0	0.011255449637470298	1.0	0.011255449637470298	1.0	0.011255449637470298
Gene37	0.14081429396264267	False	1.0	0.14081429396264267	False	0.14081429396264267	1.0	0.14081429396264267	1.0	0.14081429396264267	1.0	0.14081429396264267	1.0	0.14081429396264267	1.0	0.14081429396264267	1.0	0.14081429396264267
Gene38	0.011689500925921123	False	1.0	0.011689500925921123	False	0.011689500925921123	1.0	0.011689500925921123	1.0	0.011689500925921123	1.0	0.011689500925921123	1.0	0.011689500925921123	1.0	0.011689500925921123	1.0	0.011689500925921123
Gene39	2.871152128785476e-05	False	1.0	2.871152128785476e-05	False	2.871152128785476e-05	1.0	2.871152128785476e-05	1.0	2.871152128785476e-05	1.0	2.871152128785476e-05	1.0	2.871152128785476e-05	1.0	2.871152128785476e-05	1.0	2.871152128785476e-05
Gene40	0.08140978399216284	False	1.0	0.08140978399216284	False	0.08140978399216284	1.0	0.08140978399216284	1.0	0.08140978399216284	1.0	0.08140978399216284	1.0	0.08140978399216284	1.0	0.08140978399216284	1.0	0.08140978399216284
Gene41	0.08458347590168262	False	1.0	0.08458347590168262	False	0.08458347590168262	1.0	0.08458347590168262	1.0	0.08458347590168262	1.0	0.08458347590168262	1.0	0.08458347590168262	1.0	0.08458347590168262	1.0	0.08458347590168262
Gene42	0.0010292273851251928	False	1.0	0.0010292273851251928	False	0.0010292273851251928	1.0	0.0010292273851251928	1.0	0.0010292273851251928	1.0	0.0010292273851251928	1.0	0.0010292273851251928	1.0	0.0010292273851251928	1.0	0.0010292273851251928
Gene43	0.001433585812231381	False	1.0	0.001433585812231381	False	0.001433585812231381	1.0	0.001433585812231381	1.0	0.001433585812231381	1.0	0.001433585812231381	1.0	0.001433585812231381	1.0	0.001433585812231381	1.0	0.001433585812231381
Gene44	0.10895420749513925	False	1.0	0.10895420749513925	False	0.10895420749513925	1.0	0.10895420749513925	1.0	0.10895420749513925	1.0	0.10895420749513925	1.0	0.10895420749513925	1.0	0.10895420749513925	1.0	0.10895420749513925
Gene45	0.0014419460538448157	False	1.0	0.0014419460538448157	False	0.0014419460538448157	1.0	0.0014419460538448157	4.648359889021908	0.0067026841988256656	1.0	0.0014419460538448157	1.0	0.0014419460538448157	1.0	0.0014419460538448157	1.0	0.0014419460538448157
Gene46	0.013765629137419862	False	1.0	0.013765629137419862	False	0.013765629137419862	1.0	0.013765629137419862	1.0	0.013765629137419862	1.0	0.013765629137419862	1.0	0.013765629137419862	1.0	0.013765629137419862	1.0	0.013765629137419862
Gene47	0.07226117888981216	False	1.0	0.07226117888981216	False	0.07226117888981216	1.0	0.07226117888981216	1.0	0.07226117888981216	41.533662274749474	3.0012713995847147	1.0	0.07226117888981216	1.0	0.07226117888981216	1.0	0.07226117888981216
Gene48	0.28195740395246816	False	1.0	0.28195740395246816	False	0.28195740395246816	1.0	0.28195740395246816	1.0	0.28195740395246816	1.0	0.28195740395246816	1.0	0.28195740395246816	1.0	0.28195740395246816	7.0312286864990305	1.9825069870413892
Gene49	0.013680494146513688	False	1.0	0.013680494146513688	False	0.013680494146513688	1.0	0.013680494146513688	1.0	0.013680494146513688	1.0	0.013680494146513688	1.0	0.013680494146513688	1.0	0.013680494146513688	1.0	0.013680494146513688
Gene50	1.7901808480437107e-06	False	1.0	1.7901808480437107e-06	False	1.7901808480437107e-06	1.0	1.7901808480437107e-06	1.0	1.7901808480437107e-06	1.0	1.7901808480437107e-06	1.0	1.7901808480437107e-06	1.0	1.7901808480437107e-06	1.0	1.7901808480437107e-06
Gene51	0.010589648148723835	False	1.0	0.010589648148723835	False	0.010589648148723835	1.0	0.010589648148723835	1.0	0.010589648148723835	1.0	0.010589648148723835	1.0	0.010589648148723835	1.0	0.010589648148723835	1.0	0.010589648148723835
Gene52	0.0011783894399028238	False	1.0	0.0011783894399028238	False	0.0011783894399028238	1.0	0.0011783894399028238	1.0	0.0011783894399028238	1.0	0.0011783894399028238	1.0	0.0011783894399028238	1.0	0.0011783894399028238	1.0	0.0011783894399028238
Gene53	0.014745648502846929	False	1.0	0.014745648502846929	False	0.014745648502846929	1.0	0.014745648502846929	1.0	0.014745648502846929	1.0	0.014745648502846929	1.0	0.014745648502846929	1.0	0.014745648502846929	1.0	0.014745648502846929
Gene54	0.008990380932813069	False	1.0	0.008990380932813069	False	0.008990380932813069	1.0	0.008990380932813069	1.0	0.008990380932813069	1.0	0.008990380932813069	1.0	0.008990380932813069	1.0	0.008990380932813069	1.0	0.008990380932813069
Gene55	0.07089482496640855	False	1.0	0.07089482496640855	False	0.07089482496640855	2.4185353437283386	0.17146163986869328	1.0	0.07089482496640855	1.0	0.07089482496640855	1.0	0.07089482496640855	1.0	0.07089482496640855	1.0	0.07089482496640855
Gene56	0.001010100110670888	False	1.0	0.001010100110670888	False	0.001010100110670888	1.0	0.001010100110670888	1.0	0.001010100110670888	1.0	0.001010100110670888	1.0	0.001010100110670888	1.0	0.001010100110670888	1.0	0.001010100110670888
Gene57	0.21705389593955962	False	1.0	0.21705389593955962	False	0.21705389593955962	1.0	0.21705389593955962	1.0	0.21705389593955962	1.0	0.21705389593955962	5.1010889534624155	1.1072112308832682	1.0	0.21705389593955962	1.0	0.21705389593955962
Gene58	6.352945534675562e-06	False	1.0	6.352945534675562e-06	False	6.352945534675562e-06	1.0	6.352945534675562e-06	1.0	6.352945534675562e-06	1.0	6.352945534675562e-06	1.0	6.352945534675562e-06	1.0	6.352945534675562e-06	1.0	6.352945534675562e-06
Gene59	0.04156864372236889	False	1.0	0.04156864372236889	False	0.04156864372236889	1.0	0.04156864372236889	1.0	0.04156864372236889	1.0	0.04156864372236889	1.0	0.04156864372236889	3.5242697297631347	0.14649911277805303	1.0	0.04156864372236889
Gene60	0.05968902587490115	False	1.0	0.05968902587490115	False	0.05968902587490115	1.0	0.05968902587490115	1.0	0.05968902587490115	1.0	0.05968902587490115	1.0	0.05968902587490115	1.0	0.05968902587490115	1.0	0.05968902587490115
Gene61	0.0007770710776475835	False	1.0	0.0007770710776475835	False	0.0007770710776475835	1.0	0.0007770710776475835	1.0	0.0007770710776475835	1.0	0.0007770710776475835	1.0	0.0007770710776475835	1.0	0.0007770710776475835	1.0	0.0007770710776475835
Gene62	0.017193078140326192	False	1.0	0.017193078140326192	False	0.017193078140326192	1.0	0.017193078140326192	1.0	0.017193078140326192	1.0	0.017193078140326192	1.0	0.017193078140326192	1.0	0.017193078140326192	1.0	0.017193078140326192
Gene63	0.05298117239204864	False	1.0	0.05298117239204864	False	0.05298117239204864	1.0	0.05298117239204864	1.0	0.05298117239204864	1.0	0.05298117239204864	1.0	0.05298117239204864	1.0	0.05298117239204864	1.0	0.05298117239204864
Gene64	0.036572969845972365	False	1.0	0.036572969845972365	False	0.036572969845972365	1.0	0.036572969845972365	7.662270112784759	0.2802319737865723	1.0	0.036572969845972365	1.0	0.036572969845972365	1.0	0.036572969845972365	1.0	0.036572969845972365
Gene65	5.516392598748931e-05	False	1.0	5.516392598748931e-05	False	5.516392598748931e-05	1.0	5.516392598748931e-05	1.0	5.516392598748931e-05	1.0	5.516392598748931e-05	1.0	5.516392598748931e-05	1.0	5.516392598748931e-05	1.0	5.516392598748931e-05
Gene66	0.0018870100878944143	False	1.0	0.0018870100878944143	False	0.0018870100878944143	1.0	0.0018870100878944143	1.0	0.0018870100878944143	1.0	0.0018870100878944143	1.0	0.0018870100878944143	1.0	0.0018870100878944143	1.0	0.0018870100878944143
Gene67	0.0010384562223163397	False	1.0	0.0010384562223163397	False	0.0010384562223163397	1.0	0.0010384562223163397	1.0	0.0010384562223163397	1.0	0.0010384562223163397	1.0	0.0010384562223163397	1.0	0.0010384562223163397	1.0	0.0010384562223163397
Gene68	0.021491854928762114	False	1.0	0.021491854928762114	False	0.021491854928762114	1.0	0.021491854928762114	1.0	0.021491854928762114	1.0	0.021491854928762114	1.0	0.021491854928762114	1.0	0.021491854928762114	1.0	0.021491854928762114
Gene69	0.06904957379365231	False	1.0	0.06904957379365231	False	0.06904957379365231	1.0	0.06904957379365231	1.0	0.06904957379365231	1.0	0.06904957379365231	1.0	0.06904957379365231	1.0	0.06904957379365231	1.0	0.06904957379365231
Gene70	8.455445645833602e-05	False	1.0	8.455445645833602e-05	False	8.455445645833602e-05	1.0	8.455445645833602e-05	1.0	8.455445645833602e-05	1.0	8.455445645833602e-05	1.0	8.455445645833602e-05	1.0	8.455445645833602e-05	1.0	8.455445645833602e-05
Gene71	0.0005944236059576821	False	1.0	0.0005944236059576821	False	0.0005944236059576821	1.0	0.0005944236059576821	1.0	0.0005944236059576821	1.0	0.0005944236059576821	1.0	0.0005944236059576821	1.0	0.0005944236059576821	1.0	0.0005944236059576821
Gene72	0.1312019888568228	False	1.0	0.1312019888568228	False	0.1312019888568228	1.0	0.1312019888568228	1.0	0.1312019888568228	1.0	0.1312019888568228	1.0	0.1312019888568228	1.0	0.1312019888568228	22.501558782520473	2.952249264645394
Gene73	0.006005955508484858	False	1.0	0.006005955508484858	False	0.006005955508484858	1.0	0.006005955508484858	1.0	0.006005955508484858	1.0	0.006005955508484858	1.0	0.006005955508484858	1.0	0.006005955508484858	1.0	0.006005955508484858
Gene74	0.020910226035196912	False	1.0	0.020910226035196912	False	0.020910226035196912	1.0	0.020910226035196912	1.0	0.020910226035196912	1.0	0.020910226035196912	1.0	0.020910226035196912	1.0	0.020910226035196912	1.0	0.020910226035196912
Gene75	0.03759159384055144	False	1.0	0.03759159384055144	False	0.03759159384055144	1.0	0.03759159384055144	1.0	0.03759159384055144	1.0	0.03759159384055144	1.0	0.03759159384055144	1.0	0.03759159384055144	1.0	0.03759159384055144
Gene76	2.6827711297692024e-05	False	1.0	2.6827711297692024e-05	False	2.6827711297692024e-05	1.0	2.6827711297692024e-05	1.0	2.6827711297692024e-05	1.0	2.6827711297692024e-05	1.0	2.6827711297692024e-05	1.0	2.6827711297692024e-05	1.0	2.6827711297692024e-05
Gene77	0.04636585234120809	False	1.0	0.04636585234120809	False	0.04636585234120809	1.0	0.04636585234120809	1.0	0.04636585234120809	1.0	0.04636585234120809	1.0	0.04636585234120809	1.0	0.04636585234120809	1.0	0.04636585234120809
Gene78	2.3104648500404338e-05	False	1.0	2.3104648500404338e-05	False	2.3104648500404338e-05	1.0	2.3104648500404338e-05	1.0	2.3104648500404338e-05	1.0	2.3104648500404338e-05	1.0	2.3104648500404338e-05	1.0	2.3104648500404338e-05	1.0	2.3104648500404338e-05
Gene79	0.03665098511225466	False	1.0	0.03665098511225466	False	0.03665098511225466	1.0	0.03665098511225466	1.0	0.03665098511225466	1.0	0.03665098511225466	1.0	0.03665098511225466	1.0	0.03665098511225466	1.0	0.03665098511225466
Gene80	0.12773989758127324	False	1.0	0.12773989758127324	False	0.12773989758127324	1.0	0.12773989758127324	1.0	0.12773989758127324	1.0	0.12773989758127324	1.0	0.12773989758127324	1.0	0.12773989758127324	1.0	0.12773989758127324
Gene81	0.044898195722523015	False	1.0	0.044898195722523015	False	0.044898195722523015	1.0	0.044898195722523015	1.0	0.044898195722523015	1.0	0.044898195722523015	1.0	0.044898195722523015	1.0	0.044898195722523015	1.0	0.044898195722523015
Gene82	0.09423627485940361	False	1.0	0.09423627485940361	False	0.09423627485940361	1.0	0.09423627485940361	1.0	0.09423627485940361	1.0	0.09423627485940361	1.0	0.09423627485940361	1.0	0.09423627485940361	1.0	0.09423627485940361
Gene83	0.004905266143528974	False	1.0	0.004905266143528974	False	0.004905266143528974	1.0	0.004905266143528974	1.0	0.004905266143528974	1.0	0.004905266143528974	1.0	0.004905266143528974	1.0	0.004905266143528974	1.0	0.004905266143528974
Gene84	0.043567593583801696	False	1.0	0.043567593583801696	False	0.043567593583801696	1.0	0.043567593583801696	1.0	0.043567593583801696	1.0	0.043567593583801696	1.0	0.043567593583801696	1.0	0.043567593583801696	1.0	0.043567593583801696
Gene85	0.016202276997304775	False	1.0	0.016202276997304775	False	0.016202276997304775	1.0	0.016202276997304775	1.0	0.016202276997304775	1.0	0.016202276997304775	1.0	0.016202276997304775	1.0	0.016202276997304775	1.0	0.016202276997304775
Gene86	0.00015437729961353968	False	1.0	0.00015437729961353968	False	0.00015437729961353968	1.0	0.00015437729961353968	1.0	0.00015437729961353968	1.0	0.00015437729961353968	1.0	0.00015437729961353968	1.0	0.00015437729961353968	1.0	0.00015437729961353968
Gene87	0.22539097638451255	False	1.0	0.22539097638451255	False	0.22539097638451255	1.0	0.22539097638451255	1.0	0.22539097638451255	1.0	0.22539097638451255	1.0	0.22539097638451255	1.0	0.22539097638451255	1.0	0.22539097638451255
Gene88	0.0005445908430503765	False	1.0	0.0005445908430503765	False	0.0005445908430503765	1.0	0.0005445908430503765	1.0	0.0005445908430503765	1.0	0.0005445908430503765	1.0	0.0005445908430503765	1.0	0.0005445908430503765	1.0	0.0005445908430503765
Gene89	0.0005458924030303508	False	1.0	0.0005458924030303508	False	0.0005458924030303508	1.0	0.0005458924030303508	1.0	0.0005458924030303508	1.0	0.0005458924030303508	1.0	0.0005458924030303508	1.0	0.0005458924030303508	1.0	0.0005458924030303508
Gene90	0.007787015806676016	False	1.0	0.007787015806676016	False	0.007787015806676016	1.0	0.007787015806676016	1.0	0.007787015806676016	1.0	0.007787015806676016	1.0	0.007787015806676016	1.0	0.007787015806676016	1.0	0.007787015806676016
Gene91	0.07302278077518266	False	1.0	0.07302278077518266	False	0.07302278077518266	1.0	0.07302278077518266	1.0	0.07302278077518266	1.0	0.07302278077518266	1.0	0.07302278077518266	1.0	0.07302278077518266	1.0	0.07302278077518266
Gene92	0.02463766361178444	False	1.0	0.02463766361178444	False	0.02463766361178444	1.0	0.02463766361178444	1.0	0.02463766361178444	1.0	0.02463766361178444	1.0	0.02463766361178444	1.0	0.02463766361178444	1.0	0.02463766361178444
Gene93	0.00017209268828022358	False	1.0	0.00017209268828022358	False	0.00017209268828022358	1.0	0.00017209268828022358	1.0	0.00017209268828022358	1.0	0.00017209268828022358	1.0	0.00017209268828022358	1.0	0.00017209268828022358	1.0	0.00017209268828022358
Gene94	0.05747459029128982	False	1.0	0.05747459029128982	False	0.05747459029128982	1.0	0.05747459029128982	1.0	0.05747459029128982	1.0	0.05747459029128982	1.0	0.05747459029128982	1.0	0.05747459029128982	1.0	0.05747459029128982
Gene95	0.005669352661464961	False	1.0	0.005669352661464961	False	0.005669352661464961	1.0	0.005669352661464961	1.0	0.005669352661464961	1.0	0.005669352661464961	1.0	0.005669352661464961	1.0	0.005669352661464961	1.0	0.005669352661464961
Gene96	0.04754127617584554	False	1.0	0.04754127617584554	False	0.04754127617584554	1.0	0.04754127617584554	1.0	0.04754127617584554	1.0	0.04754127617584554	1.0	0.04754127617584554	1.0	0.04754127617584554	1.0	0.04754127617584554
Gene97	0.12345452029651185	False	1.0	0.12345452029651185	False	0.12345452029651185	1.0	0.12345452029651185	1.0	0.12345452029651185	1.0	0.12345452029651185	1.0	0.12345452029651185	1.0	0.12345452029651185	1.0	0.12345452029651185
Gene98	0.009635840936057549	False	1.0	0.009635840936057549	False	0.009635840936057549	1.0	0.009635840936057549	1.0	0.009635840936057549	1.0	0.009635840936057549	1.0	0.009635840936057549	1.0	0.009635840936057549	1.0	0.009635840936057549
Gene99	0.0008337027349455278	False	1.0	0.0008337027349455278	False	0.0008337027349455278	1.0	0.0008337027349455278	1.0	0.0008337027349455278	1.0	0.0008337027349455278	1.0	0.0008337027349455278	1.0	0.0008337027349455278	1.0	0.0008337027349455278
Gene100	0.009768931771108253	False	1.0	0.009768931771108253	False	0.009768931771108253	1.0	0.009768931771108253	1.0	0.009768931771108253	1.0	0.009768931771108253	1.0	0.009768931771108253	1.0	0.009768931771108253	1.0	0.009768931771108253
Gene101	0.03056671985641774	False	1.0	0.03056671985641774	False	0.03056671985641774	1.0	0.03056671985641774	1.0	0.03056671985641774	1.0	0.03056671985641774	1.0	0.03056671985641774	1.0	0.03056671985641774	1.0	0.03056671985641774
Gene102	0.09164512705909122	False	1.0	0.09164512705909122	False	0.09164512705909122	1.0	0.09164512705909122	1.0	0.09164512705909122	1.0	0.09164512705909122	1.0	0.09164512705909122	1.0	0.09164512705909122	1.0	0.09164512705909122
Gene103	0.034206239518189394	False	1.0	0.034206239518189394	False	0.034206239518189394	1.0	0.034206239518189394	1.0	0.034206239518189394	1.0	0.034206239518189394	1.0	0.034206239518189394	1.0	0.034206239518189394	1.0	0.034206239518189394
Gene104	0.013475690814815389	False	1.0	0.013475690814815389	False	0.013475690814815389	1.0	0.013475690814815389	1.0	0.013475690814815389	1.0	0.013475690814815389	1.0	0.013475690814815389	1.0	0.013475690814815389	1.0	0.013475690814815389
Gene105	0.004671301107361375	False	1.0	0.004671301107361375	False	0.004671301107361375	1.0	0.004671301107361375	1.0	0.004671301107361375	1.0	0.004671301107361375	1.0	0.004671301107361375	1.0	0.004671301107361375	1.0	0.004671301107361375
Gene106	4.679530454158031e-06	False	1.0	4.679530454158031e-06	False	4.679530454158031e-06	1.0	4.679530454158031e-06	1.0	4.679530454158031e-06	1.0	4.679530454158031e-06	1.0	4.679530454158031e-06	1.0	4.679530454158031e-06	1.0	4.679530454158031e-06
Gene107	0.034308261012178	False	1.0	0.034308261012178	False	0.034308261012178	1.0	0.034308261012178	1.0	0.034308261012178	1.0	0.034308261012178	6.229422009810123	0.21372063626757218	1.0	0.034308261012178	1.0	0.034308261012178
Gene108	6.610017081236986e-05	False	1.0	6.610017081236986e-05	False	6.610017081236986e-05	1.0	6.610017081236986e-05	1.0	6.610017081236986e-05	1.0	6.610017081236986e-05	1.0	6.610017081236986e-05	1.0	6.610017081236986e-05	1.0	6.610017081236986e-05
Gene109	0.002521285948421577	False	1.0	0.002521285948421577	False	0.002521285948421577	1.0	0.002521285948421577	1.0	0.002521285948421577	1.0	0.002521285948421577	1.0	0.002521285948421577	1.0	0.002521285948421577	1.0	0.002521285948421577
Gene110	0.02069946464700094	False	1.0	0.02069946464700094	False	0.02069946464700094	1.0	0.02069946464700094	1.0	0.02069946464700094	1.0	0.02069946464700094	3.9696401323419557	0.08216942558072844	1.0	0.02069946464700094	1.0	0.02069946464700094
Gene111	0.006913040613113789	False	1.0	0.006913040613113789	False	0.006913040613113789	1.0	0.006913040613113789	1.0	0.006913040613113789	1.0	0.006913040613113789	1.0	0.006913040613113789	1.0	0.006913040613113789	1.0	0.006913040613113789
Gene112	5.6074000124051125e-06	False	1.0	5.6074000124051125e-06	False	5.6074000124051125e-06	1.0	5.6074000124051125e-06	1.0	5.6074000124051125e-06	1.0	5.6074000124051125e-06	1.0	5.6074000124051125e-06	1.0	5.6074000124051125e-06	1.0	5.6074000124051125e-06
