	TSNE1	TSNE2
Cell101	0.694761127930829	-4.431453269929932
Cell102	8.586453588844273	-32.35646596359369
Cell103	21.600530365202697	19.914856761054693
Cell104	4.947023022789091	18.111636144520286
Cell105	6.2914490809239725	0.6909690754425031
Cell106	20.76759560332895	15.047794104009043
Cell107	30.246630794616596	0.15595000433792566
Cell108	1.2154305045788012	-10.12561786014357
Cell109	26.23848076221702	6.232461472882941
Cell110	1.557621650153048	24.01036539546721
Cell111	-19.5709036532577	10.714667229887505
Cell112	-22.391028521386236	8.929622732533215
Cell113	18.715614166201327	-4.461615292033584
Cell114	7.789833786568896	-28.395505297929052
Cell115	0.50334012237712	25.73271109674326
Cell116	-18.70092132834917	-11.318110217594812
Cell117	3.3174695213409833	-7.703912375546128
Cell118	4.3505017706585924	-23.429714555302965
Cell119	-22.550169749325278	9.775378730985892
Cell120	0.5111159990172159	23.83368188371563
Cell121	23.32679285654968	9.569218618212691
Cell122	5.474600099166082	-7.851167349313989
Cell123	-21.910709976383657	11.8236870673914
Cell124	21.112399718983642	-15.762337999909995
Cell125	1.9485292993417684	-0.5155857100688532
Cell126	20.90949517960348	-14.135181394499945
Cell127	14.098763654952084	-6.034776683847446
Cell128	-1.1426946889950256	24.028894793524156
Cell129	29.445085627134805	5.358041466943481
Cell130	-14.043074278861246	10.781871727592424
Cell131	4.918134752311311	-27.464035366458216
Cell132	4.283455326673738	-23.533972852197937
Cell133	21.630153414272236	15.968933967535484
Cell134	4.009447921748616	3.837161974797909
Cell135	-20.50498971066589	13.136652089409324
Cell136	13.609992174786926	-22.20680159019379
Cell137	25.649597495947653	10.189980745338273
Cell138	-25.046275777780977	-19.59747496867548
Cell139	-13.223771654631896	-4.988311581454343
Cell140	-17.6760160264273	14.398491436257853
Cell141	19.228947341882556	-15.607206496288304
Cell142	-21.33810650337564	12.759572234185667
Cell143	8.41886373579664	-1.1838545197819228
Cell144	-18.071192262172218	-14.907836346519417
Cell145	6.805519342394825	-26.82551451299741
Cell146	-0.5460159468357948	-4.368431860016654
Cell147	-21.00445277447727	-11.967045166348367
Cell148	24.507868891593876	8.176282282416178
Cell149	4.152845563808972	-33.15930642984745
Cell150	6.501661901004643	-27.350591093913224
Cell151	-1.145081657542422	30.349782815176187
Cell152	2.867640283503805	-0.05772846658235756
Cell153	18.686169517427857	-4.582684054860526
Cell154	1.923065598065258	-0.21837186720299234
Cell155	-15.620366001193647	15.611665043430522
Cell156	9.02992598110786	-24.49428909529119
Cell157	-19.682439697295827	14.328443476966353
Cell158	-16.653811511432153	14.21966097337423
Cell159	8.628104406281672	-26.54775558068487
Cell160	15.722188463794799	-20.54743504519914
Cell161	-24.514420493746684	-10.998623730761446
Cell162	-23.82515115565779	12.478726223818883
Cell163	3.4473368538153366	15.976217517662711
Cell164	6.859255805216226	-29.088621964200875
Cell165	10.927314652443549	-21.63057175453391
Cell166	-3.349301357111563	-3.482516120482375
Cell167	-19.857457710240382	-6.459804291043493
Cell168	28.39523976874866	-0.8831527863001285
Cell169	-18.21750162131014	-18.78340970567482
Cell170	30.50519939270449	-3.3132238783625163
Cell171	-21.2939654722296	-15.976504766084993
Cell172	-19.060562444574927	-9.55567565323249
Cell173	5.425648915035421	20.307917260726235
Cell174	-16.03173165152835	1.7074054182027523
Cell175	-27.21293774577692	-10.0109735683778
Cell176	-22.32564470081934	-10.29571511753147
Cell177	14.196429030821147	-3.1974208470735235
Cell178	14.345017845211824	-3.6293436340480194
Cell179	12.718506476016008	-21.379908046094698
Cell180	7.812061363270994	-26.48369178096621
Cell181	-22.525593566691377	-8.673121324368886
Cell182	2.6699215900566062	-27.938741578798812
Cell183	-18.735914263334898	10.015154037551788
Cell184	-18.13725020204521	-6.771969790165215
Cell185	6.951816974540865	-30.648238197876797
Cell186	-23.543333869702508	12.835337511469069
Cell187	-3.4076526387781247	-4.973755628985896
Cell188	9.866348255148354	-20.016139974358726
Cell189	12.840254777564823	-21.668099666221252
Cell190	1.1195723840746061	32.207456912011644
Cell191	-11.76879354332351	-10.610288857004104
Cell192	-0.07589556225724155	25.31841946152322
Cell193	4.311222437222323	-26.775283885704653
Cell194	17.678898791105222	-4.738836422369539
Cell195	28.527688279877363	7.2994845599239015
Cell196	-1.757362023098106	-3.497714370938165
Cell197	23.754669400360676	-13.331004474710971
Cell198	22.783751806046254	17.485910380941522
Cell199	1.8962038511871655	16.420326343830332
Cell200	31.301282404461663	-1.1380324507519501
Cell201	28.71730574717989	17.80696039301626
Cell202	3.1348382970092676	-5.3217156209810055
Cell203	-0.07667764398837762	-3.813638302254935
Cell204	-0.3533069480229252	5.516461876248341
Cell205	26.15176465204038	12.637574727751868
Cell206	4.188660680422763	-31.601822133427348
Cell207	-1.5294953020035684	17.541737749540033
Cell208	29.5390295063614	1.1540261541417118
Cell209	-4.225163807769821	23.21302912866287
Cell210	22.200482445386914	20.26022793395707
Cell211	-19.743667949076077	16.82661448119005
Cell212	7.307222434456198	-25.50144857983426
Cell213	-19.846002723205654	-15.68064068094449
Cell214	9.507354804528562	-23.270689743452508
Cell215	-16.33482459487384	-3.110412994781032
Cell216	10.69141671425535	-21.551161844021095
Cell217	2.7864708363632946	-0.8185135368285555
Cell218	22.688766356205694	10.68071084230483
Cell219	1.852276486208034	17.47175110802355
Cell220	24.795987777236594	19.30530372273781
Cell221	26.833736681521692	8.69386304733229
Cell222	3.9922209740725	13.940597804654649
Cell223	-29.069893674755814	12.30566637858022
Cell224	21.16408515440482	11.506083670686841
Cell225	0.22372819265029284	-5.5723157965816785
Cell226	29.49664415496887	0.5743046840951846
Cell227	3.059195435537375	-33.322046733597105
Cell228	-18.74245240066953	-13.242009858686403
Cell229	3.1735186185681017	17.12604597794194
Cell230	9.655597081336726	-27.56660561154969
Cell231	2.6857668425823213	26.880831185953557
Cell232	20.528238196728264	-16.40668128305919
Cell233	3.864418848881969	-33.4103541181964
Cell234	5.205755572511521	-25.742261870690392
Cell235	7.012204375835926	0.029223547413115263
Cell236	11.519760478270886	-1.8182829901657074
Cell237	-16.792099376864076	6.336397782463399
Cell238	29.12390339518814	2.772998182908652
Cell239	-19.588156890787978	-16.501547187398508
Cell240	30.06203296178668	0.8603427781117822
Cell241	-21.528864172973833	-13.115790577409376
Cell242	8.185924011217628	1.3578341569104797
Cell243	24.645564812658247	16.81284369103959
Cell244	-14.920561580559344	-5.475579163014288
Cell245	22.760599538368677	-13.404183108617838
Cell246	3.3585270453754186	27.77150436509799
Cell247	-0.7842338210105511	-8.688873228492806
Cell248	-20.431630937429386	5.4237779265225186
Cell249	7.266798890469119	-22.523439534628846
Cell250	-16.805524760866216	-6.84256146900836
Cell251	-2.433470943551244	21.05145548901967
Cell252	-18.969582583912494	17.503287791021847
Cell253	0.9155820168740362	32.24423219308785
Cell254	12.885815357030495	-2.1828064169836017
Cell255	-19.056892253863342	-12.827466274096384
Cell256	4.460291736608451	24.288741190101945
Cell257	-19.60524018615683	13.23450386115519
Cell258	9.200188633174688	-29.30421927070416
Cell259	-16.319876855936393	-2.9553124811420073
Cell260	-12.550574342825596	13.109181044900664
Cell261	10.246996086026522	-25.55378718475459
Cell262	5.43084121046839	-31.908516300635224
Cell263	-27.407960959245177	13.906647670909724
Cell264	-23.75672410541785	13.750936118307246
Cell265	-25.093204326833806	12.719278035776483
Cell266	-21.259853209891492	12.76906679769726
Cell267	3.231899656904084	1.0241025524604417
Cell268	-23.636563303172835	-18.867355145011707
Cell269	14.664906925025583	-20.535156656553532
Cell270	6.438135635447632	-24.455013960589532
Cell271	3.3022589448694704	-29.34611849195165
Cell272	20.501542832036716	-17.701758801129476
Cell273	-19.272001686688924	-12.213528875291153
Cell274	28.735899527574205	6.593851001208981
Cell275	9.679708307768708	-19.921359571469978
Cell276	3.999125589774875	-1.740581158511954
Cell277	6.089548817602238	-28.34817297313486
Cell278	2.1760927001211026	28.019677361085403
Cell279	-23.237528230261123	-19.42691564506383
Cell280	16.945263216365095	-4.059661286731669
Cell281	1.6302452498873132	-6.046863778167056
Cell282	-20.727961223410606	10.862260288836039
Cell283	29.249164232496415	-2.4368233733648554
Cell284	14.018724706741207	-21.45816095574869
Cell285	20.0383002228791	-16.342122618000953
Cell286	-18.398914207136638	-10.29197813267062
Cell287	-15.188937663595123	10.658933106185703
Cell288	4.510730346562155	-24.341252183483064
Cell289	11.19131611301566	-2.01604909839898
Cell290	0.3876503215987933	14.612774839386223
Cell291	-27.577900380282877	15.696784929603593
Cell292	22.822458106655684	6.713799054867736
Cell293	-21.835742502699347	13.414099305036968
Cell294	-0.008262445492933862	22.71444531610462
Cell295	3.534942975454515	-6.0098930221558495
Cell296	22.914384173072158	12.97615173474085
Cell297	31.0700526918794	-0.37342698103959937
Cell298	-23.679584987251417	-22.030848673864075
Cell299	4.472580309080524	-4.893329310937761
Cell300	-27.462052759269962	-18.68854549593607
Cell301	-1.5378521431260619	-9.143130467110764
Cell302	-29.420909188738786	14.24088022191267
Cell303	-27.44787964266159	-16.977485261090923
Cell304	-29.672656867252506	13.725358032455452
Cell305	6.463083560363001	-26.146407486578223
Cell306	-17.88589763241479	7.095211318821556
Cell307	3.476388572199445	-26.4287213449929
Cell308	7.908717612638665	-26.462694082438166
Cell309	-0.8368347466527956	28.235898557701567
Cell310	19.324860648348217	-15.140257016591159
Cell311	-28.16256350905843	16.03663105724674
Cell312	22.05372474973701	-14.764501146918557
Cell313	24.22316125545122	10.515316931839493
Cell314	15.78720212985941	-22.59087452916261
Cell315	1.5516633707570777	17.223325770972348
Cell316	29.469125952389174	4.695616943691895
Cell317	-2.0894934048780325	-6.2860473791014915
Cell318	0.2842941513261341	25.81007852146273
Cell319	-26.13293571866237	18.03599628119002
Cell320	24.589423604956856	7.4146759723828035
Cell321	-21.35048379911805	14.717511211768532
Cell322	7.852977138581426	-25.836354907739782
Cell323	1.6311057714192736	25.804420434603408
Cell324	-24.40038719763236	-17.754411747624523
Cell325	-13.534005472177203	16.908396105339655
Cell326	-17.356298795155308	18.817679135748083
Cell327	4.123151798794518	-34.16214132107127
Cell328	19.92596975904334	-4.7718067732897955
Cell329	-25.437597968164035	-10.970007310262197
Cell330	16.71792246645544	-20.06839663237682
Cell331	-1.440400435924467	-4.124815061243172
Cell332	-19.721828957697074	-10.200720865348583
Cell333	3.8474145563760143	-31.72159917299988
Cell334	-18.356878978005724	-7.990827208839542
Cell335	-21.575642356855344	13.069244104695537
Cell336	20.83999856260333	6.981376082112248
Cell337	-15.57781621491654	10.888476861048298
Cell338	3.897562579352419	28.074548957371288
Cell339	8.76403052494275	-26.099165934679554
Cell340	-17.215478984966552	-16.80227024467703
Cell341	-21.835057650097074	13.035093636258178
Cell342	16.751377577619945	-18.912439043088565
Cell343	0.048618336845073246	-1.7981641337236
Cell344	-30.165000384238954	14.370515960761294
Cell345	2.8280721663022073	-4.322515121678769
Cell346	-27.029780603487172	12.452138376217311
Cell347	29.96644743647383	4.268582851850725
Cell348	3.522579762005438	-0.18534032108472526
Cell349	3.7748899580409248	17.730987894189457
Cell350	-23.207478943328187	14.207147080287795
Cell351	13.620566669026227	-2.1689434525742506
Cell352	5.037120299434997	-28.381105257965576
Cell353	5.585247845173785	-27.4407915246198
Cell354	8.260338500465224	-30.865571016570016
Cell355	-15.091296360942252	-6.734669240408043
Cell356	-28.708564752115812	13.856620569661278
Cell357	-15.277782143389269	-14.424138857230558
Cell358	-18.736893056388716	9.737398549896172
Cell359	-22.881912312840075	-20.042037684226234
Cell360	25.483455959463612	15.8002887041576
Cell361	-18.321750413169713	-18.90919863406559
Cell362	3.467635512151116	20.488675753160138
Cell363	-16.111340286277134	-12.195724734763145
Cell364	2.022085605135861	-35.59298165759433
Cell365	21.12434247551702	19.661396631470282
Cell366	-22.83005428690199	-13.066881739302081
Cell367	4.184984604265581	-34.57605590673853
Cell368	-0.719061217246001	20.852165066975854
Cell369	-14.525609162887907	12.697064442492183
Cell370	-22.211687190032812	-17.735249102118658
Cell371	9.636365680873539	-19.857036672123332
Cell372	0.9220022771915892	23.07814225136674
Cell373	-2.1326300795539135	-10.995840374623207
Cell374	-26.032791132645333	-19.798560985555266
Cell375	-17.625470232824473	12.28553391449668
Cell376	-17.733865193570246	-7.468393844275282
Cell377	-26.80958187366458	-13.103957663777868
Cell378	-25.840270984107395	-16.101781446811422
Cell379	21.796552968773483	-17.121786935939895
Cell380	-30.228191500792096	14.131780071391363
Cell381	-3.974148792255969	-0.648286906520333
Cell382	26.906490369144556	13.143052006141037
Cell383	1.1348111172492712	27.76451540986658
Cell384	-24.62030748647554	14.223723128397715
Cell385	8.17901238437277	-21.686508517747047
Cell386	-0.2152754302911345	28.87482752811873
Cell387	7.182785759096646	22.764877564766905
Cell388	-10.152964103401862	8.323301462369676
Cell389	-23.09146990125756	11.405230414227203
Cell390	0.1962142477835518	28.92886192499856
Cell391	8.594077242679608	-24.767415902789082
Cell392	-22.00112636590508	14.534035486666875
Cell393	-1.567104895044873	-4.616971254668247
Cell394	7.6943027151671	-26.937819875716233
Cell395	9.166248308474664	-29.608236511222437
Cell396	29.85690154046094	1.4481885300900508
Cell397	-16.145258622231985	11.56173511034123
Cell398	23.65062966688456	4.768938473035459
Cell399	-2.7829304742848215	19.336308152949744
Cell400	2.1887936844961775	24.240991794429867
Cell401	26.29874345169388	18.892169718231344
Cell402	14.088649310723477	-20.89685441779632
Cell403	18.954843007821005	-4.44586224191933
Cell404	-14.770422082363371	12.383975483540564
Cell405	-23.084855958406262	-12.02194089228544
Cell406	1.4270588271222635	-2.2688029956693554
Cell407	19.2236306698178	-16.897221654493954
Cell408	-22.308292985906643	12.302925405431141
Cell409	-28.03701198137309	15.143629800426027
Cell410	6.081128199518025	-27.61849149403347
Cell411	24.180490233336602	-13.374053168879819
Cell412	-0.6598041449468264	-7.848303937469331
Cell413	18.13948178868059	-4.110382369077138
Cell414	-16.1838128398236	-9.715692285893596
Cell415	12.840494886946567	-20.37533249633662
Cell416	-18.236181574448707	10.002261730473508
Cell417	20.714157492090006	12.874356647846183
Cell418	30.462107624064434	2.4337302394771436
Cell419	8.093824927410964	-2.5499640546995295
Cell420	-2.0228755192833288	21.407384369970043
Cell421	0.21321149219995023	17.866999015656933
Cell422	26.81652144645043	16.252498075691033
Cell423	6.673724676659739	-26.300445799388427
Cell424	22.441949968909274	8.044475386475646
Cell425	21.1041855060196	12.543947131375184
Cell426	4.991185064634075	16.20107556112346
Cell427	-1.6005183593564953	-8.954528428598982
Cell428	4.096967431178643	18.902573305384546
Cell429	-0.38955432165304377	15.088386403574482
Cell430	-26.690662742944752	-20.00272781703726
Cell431	24.4321724833536	11.004332186034091
Cell432	8.578726181056789	-26.930164953333833
Cell433	-23.10131941646664	-7.432803957478591
Cell434	2.6209441165908265	13.201016933714396
Cell435	22.20051652743344	11.920033628243694
Cell436	-16.040094837226523	0.9946840649133518
Cell437	-27.13420441297338	12.61829568776657
Cell438	23.979341368991093	10.181478643538108
Cell439	18.295169570967936	-19.84198762947704
Cell440	-0.6525671007484931	-7.401649831141026
Cell441	22.210592022964	-14.721578484313984
Cell442	16.283854923382698	-4.575269697841006
Cell443	2.4708709529950132	16.642318279668988
Cell444	3.786391233348505	24.003548439017603
Cell445	18.73208540643891	-19.669906688497033
Cell446	0.9217386702856516	-3.8973790323017856
Cell447	10.271802252619416	-1.5522474648715507
Cell448	30.996186161444918	0.6441558518000953
Cell449	-23.801093744145888	-8.097309316361011
Cell450	0.1310070138138618	25.905090586727866
Cell451	17.740518343815054	-4.141103194759289
Cell452	24.06456036737332	14.990161340105242
Cell453	-16.15237239792467	-7.125275046214361
Cell454	28.70145926693186	16.533604699922456
Cell455	2.925226583873217	-27.989579178682735
Cell456	1.0537296617909657	-29.227319701794674
Cell457	-26.382013968964436	-18.27089643780847
Cell458	-3.2141647578480432	-8.491496538388208
Cell459	-15.421199223399965	-12.112019476945669
Cell460	1.242120981504384	-3.2520623085515776
Cell461	21.54065613772901	7.703437797099356
Cell462	-14.81405610580516	12.623950523643218
Cell463	-1.8619794305481623	-9.082495833015685
Cell464	-2.507545882131152	-4.7174918507138495
Cell465	-21.734819114197105	-9.138019460671485
Cell466	22.358380639735014	9.833833409978237
Cell467	-18.15534394258632	-8.898594884850795
Cell468	-21.121919879255504	17.68355482254295
Cell469	-20.668660907384332	-13.751585857340302
Cell470	-4.428168923830462	23.505251596880637
Cell471	6.239209039736378	0.13631564666187365
Cell472	4.325478892169731	11.886703026825161
Cell473	12.696505826601804	-3.0576942283453796
Cell474	4.255475352310449	12.089797310868155
Cell475	-20.289432093577595	9.359748576256369
Cell476	-25.125420790638007	11.86185536523726
Cell477	20.31168628717892	-16.477836799740913
Cell478	-27.23435888211084	14.674604238523303
Cell479	-19.975380815957465	-5.486097008659391
Cell480	4.282419237751725	15.23466100661643
Cell481	16.691450677426225	-3.308630249874207
Cell482	-2.2194209693071874	17.507143657388184
Cell483	14.198584581597528	9.018623150274776
Cell484	3.1060772639381975	-5.015580812859418
Cell485	29.218708098262145	1.849366908180246
Cell486	-19.373621400976415	-14.46853589757953
Cell487	2.587979721029399	26.152899433956154
Cell488	25.661125910448348	12.251811789169048
Cell489	-11.978401691308973	9.766122322528279
Cell490	25.215730646218645	14.596571722181269
Cell491	-29.42718520051928	14.223823176454587
Cell492	25.50234802160784	15.8421943862665
Cell493	-1.8180576564648439	16.37197505786161
Cell494	-16.145231919839926	10.342819770848623
Cell495	16.069367228217747	-4.792524015197476
Cell496	23.29303529800176	12.224028248379998
Cell497	-22.720006233929183	-9.168783714906372
Cell498	-17.318536958598923	12.630203374680207
Cell499	22.117510153291295	11.804888096984243
Cell500	-22.196803468720717	16.551086146401463
Cell501	22.46180804278295	-14.44508126946081
Cell502	2.692773023048579	1.0906657787840617
Cell503	4.329956128345722	15.219536253162527
Cell504	-26.102213805127565	-13.329922068891776
Cell505	3.8669679222742004	-0.3723789887177797
Cell506	4.122726173568916	18.037802894322265
Cell507	-23.354297650359555	-16.540232005641062
Cell508	9.138527347713186	-28.67662475018621
Cell509	-1.7805057444989123	-5.783588876716841
Cell510	-16.50987213028779	12.018546467626352
Cell511	-20.09667833532848	9.178121150225065
Cell512	-27.14555939677309	-9.791550734232462
Cell513	-24.59070291692171	17.292548957628185
Cell514	6.024915003350663	-1.419029730197355
Cell515	3.3887172934172636	-33.64770050342423
Cell516	3.0968242865218616	15.371374416205844
Cell517	-0.13841347423890457	31.51415020999608
Cell518	-0.31480236142721235	-4.911441048720792
Cell519	23.583190771138902	10.443132514337876
Cell520	0.9304582423644122	12.160056695632607
Cell521	29.137939494847956	3.6746732219378115
Cell522	-21.1137076628483	-12.336718994299074
Cell523	31.333150198687832	-1.6829707174213397
Cell524	-16.37948485517486	-7.451793268944495
Cell525	5.6161795523308795	-28.369790996871792
Cell526	1.6227430786604433	20.344909134218764
Cell527	-25.042512721970635	15.332834971588563
Cell528	21.754272476985776	-14.473391654394222
Cell529	-0.19205005074095216	28.61527116192614
Cell530	26.974827487058576	13.376387280773223
Cell531	0.4119623909056452	-7.009905049829626
Cell532	3.9404375774021356	-3.636363780066867
Cell533	-13.771122456207758	12.821733549135665
Cell534	26.214084501486855	18.117421091837926
Cell535	7.2099580384356265	1.7032165751373038
Cell536	5.602923441381917	-3.4855386230339347
Cell537	-20.461787511502205	16.16530428689951
Cell538	1.4821301416006454	30.41060412541987
Cell539	4.3207590217492555	-30.36057171108963
Cell540	22.985900418837975	-14.62718460509073
Cell541	23.382964925831445	9.34384693371584
Cell542	-20.649869936831685	-6.992869694050482
Cell543	0.6524441271129141	-2.929007261636043
Cell544	5.966117093278307	-1.1022947472552964
Cell545	22.79904950898503	14.142389219385636
Cell546	16.415985804958684	-20.506767977335148
Cell547	-24.508850763164673	-11.241274484769523
Cell548	-19.960548518397125	-10.785821891526215
Cell549	27.181445559512834	0.3864065729658411
Cell550	6.64549737350601	-29.766527356547076
Cell551	3.7662566845577583	-1.302943510922468
Cell552	-16.32798794818529	-5.5248418003539745
Cell553	-23.855855533030027	13.63986172128948
Cell554	16.969812402786584	-4.392685595008441
Cell555	-27.130191675937148	-14.780549488271886
Cell556	-13.188548827928013	-5.154363096465077
Cell557	4.35230171303111	-28.1306859148818
Cell558	9.546324816521766	-24.302128813684998
Cell559	1.8690248608289113	-32.80580876523291
Cell560	26.015889144588865	17.17965915618339
Cell561	28.725932572631955	5.283997421408844
Cell562	-18.346547076313147	-10.673362427044676
Cell563	4.206168830885029	-34.7748372496043
Cell564	-26.665578227344316	14.276480929903133
Cell565	-16.107313491308318	-8.285733034168116
Cell566	-14.798987725369765	6.053759737881835
Cell567	-15.878695925112108	16.94516372861152
Cell568	-0.6111970413380219	-2.17934326384782
Cell569	-22.942000924345336	-15.847452272452909
Cell570	-19.05835624504995	-14.836484014865881
Cell571	4.04081649895824	-31.79959036441467
Cell572	-21.12587794618464	-7.484608205645247
Cell573	9.921480702607598	-22.683665003094795
Cell574	25.39756667723348	11.917275005980128
Cell575	-20.396512391704004	18.15445577811736
Cell576	-15.568869664895141	-5.483948316343509
Cell577	4.424596748850424	-31.64712832814213
Cell578	15.883830140239173	-2.798760936489371
Cell579	3.708883035685685	-4.908085906423048
Cell580	2.4450762494908727	19.30704935877501
Cell581	22.359460601005672	7.456491657666424
Cell582	23.568314043720957	21.63108340610162
Cell583	-2.845894410784223	26.411067074927413
Cell584	21.5215276344037	-17.441671097423363
Cell585	10.080882107831576	-29.227115854347286
Cell586	23.542938787214364	-13.767993684156247
Cell587	-2.029706287128549	-11.011101437442411
Cell588	-24.537180542823158	-11.212964092411553
Cell589	-15.310227663415803	7.945146503085557
Cell590	-23.58914726448335	-20.417370472978313
Cell591	-2.2218853597621337	-6.613339614076897
Cell592	-29.28231903407854	14.38713471349526
Cell593	-14.44777213877325	-9.306716579193768
Cell594	14.764742541161477	8.667663665028103
Cell595	0.014620593608228413	23.76211760079085
Cell596	24.893433922924597	17.555042388307807
Cell597	23.914149483328508	-14.078729357688811
Cell598	-27.37940965100444	-15.618765712825894
Cell599	14.5975067191662	-2.0918841914780932
Cell600	1.8167842038991437	24.44317993989063
Cell601	27.056352928315793	13.30848348594341
Cell602	29.75959773636182	3.7865240216502576
Cell603	4.690619636917631	-28.362212520693102
Cell604	-17.192220222434546	10.013335945476568
Cell605	17.00652875753379	-3.455025686017279
Cell606	24.31133748162402	16.89261567037984
Cell607	-0.2330014320088	-6.588107975314603
Cell608	-19.95598742105708	11.055092026595197
Cell609	-25.945598962414653	-14.531355074959954
Cell610	-9.366655437368438	8.343776908018954
Cell611	-0.07084937931827558	-3.178105393659479
Cell612	-23.711948922104966	-7.975530437393698
Cell613	-16.71643864317778	15.321119348530988
Cell614	2.613502938148665	16.690813037143343
Cell615	14.904403962281934	-2.5845201454659383
Cell616	2.8794712084142584	-5.397678497670011
Cell617	-20.54506783301208	5.412827128478309
Cell618	-1.9683443148880704	-10.083502854272334
Cell619	20.637451488301497	-4.573699458050024
Cell620	-1.718465858858165	19.103273378340866
Cell621	9.621104827737003	-26.895445630812624
Cell622	22.21183334005947	-15.390436092044968
Cell623	20.40358177989901	-16.344734276933387
Cell624	5.872883886128384	1.038030985339609
Cell625	-21.869433159449073	13.817595093167407
Cell626	2.367458246300069	20.747305209460194
Cell627	2.2442293706919982	-29.633060331738054
Cell628	-19.943522133653353	-10.57965562270518
