	group	libsize	has_program	program_usage	is_doublet	group2
Cell156	3	1676.281703827356	False	0.0	False	-1
Cell157	6	1640.264062771473	False	0.0	False	-1
Cell158	6	1883.2010192367477	False	0.0	False	-1
Cell159	3	3112.6559883329187	False	0.0	False	-1
Cell160	3	1950.746256167136	True	0.3314919165444463	False	-1
Cell161	4	1030.9118534061515	False	0.0	False	-1
Cell162	6	1568.754335449645	False	0.0	False	-1
Cell163	5	3017.4728123064283	False	0.0	False	-1
Cell164	3	2606.7741568737138	False	0.0	False	-1
Cell165	3	2662.4210516642834	False	0.0	False	-1
Cell166	2	1112.0138559211289	False	0.0	False	-1
Cell167	4	780.698929775882	False	0.0	False	-1
Cell168	1	1235.9024077407485	True	0.6371486194340209	False	-1
Cell169	4	3317.9029368121637	False	0.0	False	-1
Cell170	1	996.0557200884871	True	0.5916120028446412	False	-1
Cell171	4	3395.4825161300787	False	0.0	False	-1
Cell172	4	3915.940956525703	False	0.0	False	-1
Cell173	5	3603.9551645688525	False	0.0	False	-1
Cell174	4	990.3208402687617	False	0.0	True	6
Cell175	4	820.3671321191177	False	0.0	False	-1
Cell176	4	2489.0209066525217	False	0.0	False	-1
Cell177	2	2249.5223744498085	True	0.39746035475880204	False	-1
Cell178	2	10704.110518637302	True	0.5078256436541985	False	-1
Cell179	3	2123.1317557217376	True	0.14270283009567197	False	-1
Cell180	3	1627.100965553482	False	0.0	False	-1
Cell181	4	2642.6602350586145	False	0.0	False	-1
Cell182	3	1048.4890979398374	False	0.0	False	-1
Cell183	6	6721.893671820669	False	0.0	False	-1
Cell184	4	1748.5843268523352	False	0.0	False	-1
Cell185	3	2117.217195902812	False	0.0	False	-1
Cell186	6	6194.855733466238	False	0.0	False	-1
Cell187	2	895.3937792525292	False	0.0	False	-1
Cell188	3	1616.4220819302275	False	0.0	True	4
Cell189	3	6157.104159863787	True	0.134970067125628	False	-1
Cell190	5	411.0389688111717	False	0.0	False	-1
Cell191	4	668.078278705271	False	0.0	True	1
Cell192	5	932.7700274384754	False	0.0	False	-1
Cell193	3	1185.4865983865966	False	0.0	False	-1
Cell194	2	2982.977358890945	True	0.608378475294487	False	-1
Cell195	1	3394.0213918541594	True	0.15601742027426027	False	-1
Cell196	2	1754.1725571554437	False	0.0	False	-1
Cell197	3	1705.724921769907	True	0.6638932790394174	False	-1
Cell198	1	999.3294730052513	False	0.0	False	-1
Cell199	5	5497.539453824712	False	0.0	False	-1
Cell200	1	1043.8901370513415	True	0.5482410657126283	False	-1
Cell201	1	1521.1053231544133	False	0.0	False	-1
Cell202	2	2603.4324290657823	False	0.0	False	-1
Cell203	2	5954.543424734767	False	0.0	False	-1
Cell204	2	861.4722297577723	False	0.0	True	6
Cell205	1	1976.751266716901	False	0.0	False	-1
Cell206	3	2797.128117466541	False	0.0	False	-1
Cell207	5	816.5177452891311	False	0.0	False	-1
Cell208	1	3754.4795126049403	True	0.47378193168715654	False	-1
Cell209	5	1369.413400914507	False	0.0	False	-1
Cell210	1	820.4470932492376	False	0.0	False	-1
Cell211	6	2083.608635742102	False	0.0	False	-1
Cell212	3	2565.8254460997127	False	0.0	False	-1
Cell213	4	4096.461282010874	False	0.0	False	-1
Cell214	3	5572.192195706282	False	0.0	False	-1
Cell215	5	4112.610685318564	False	0.0	True	4
Cell216	3	8695.413734037336	False	0.0	False	-1
Cell217	2	5319.820573682889	False	0.0	False	-1
Cell218	1	2373.8771704479573	False	0.0	False	-1
Cell219	5	18781.966864503844	False	0.0	False	-1
Cell220	1	1794.5786657245108	False	0.0	False	-1
Cell221	1	2175.608334755414	True	0.14432612647584048	False	-1
Cell222	5	2051.2332851174788	False	0.0	False	-1
Cell223	6	1051.3296630749903	False	0.0	False	-1
Cell224	1	1563.203529085828	False	0.0	False	-1
Cell225	2	9173.903543340284	False	0.0	False	-1
Cell226	1	2448.49070077197	True	0.47705563947674	False	-1
Cell227	3	4878.516157144755	False	0.0	False	-1
Cell228	4	2057.7786493413023	False	0.0	False	-1
Cell229	5	3328.485427140512	False	0.0	False	-1
Cell230	3	1497.3205213920708	False	0.0	False	-1
Cell231	5	2530.9296613055812	False	0.0	False	-1
Cell232	3	5874.65457219328	True	0.5618480987853474	False	-1
Cell233	3	4298.3042773257	False	0.0	False	-1
Cell234	3	3006.5090259760104	False	0.0	False	-1
Cell235	2	1771.3812309495343	False	0.0	False	-1
Cell236	2	16926.281148949216	True	0.30055989005148653	False	-1
Cell237	6	2023.6962696846676	False	0.0	False	-1
Cell238	1	1800.621914046433	True	0.324730082034729	False	-1
Cell239	4	1412.5188233001502	False	0.0	False	-1
Cell240	1	2770.332062307915	True	0.5298780560429159	False	-1
Cell241	4	5537.981822951028	False	0.0	False	-1
Cell242	2	1260.1377956092476	True	0.12996440369118187	False	-1
Cell243	1	4686.730709955236	False	0.0	False	-1
Cell244	4	839.3120821350566	False	0.0	False	-1
Cell245	3	870.5766566466344	True	0.6195611653629358	False	-1
Cell246	5	1073.9112477057856	False	0.0	False	-1
Cell247	2	3976.2587316606546	False	0.0	False	-1
Cell248	6	743.3106955733341	False	0.0	False	-1
Cell249	3	1178.438861509408	False	0.0	False	-1
Cell250	4	3535.6135703900336	False	0.0	False	-1
Cell251	5	1449.9429651586831	False	0.0	False	-1
Cell252	6	1408.4176439289527	False	0.0	False	-1
Cell253	5	300.7944503762598	False	0.0	False	-1
Cell254	2	3210.5905538004636	True	0.31941198729864434	False	-1
Cell255	4	4084.139280903702	False	0.0	False	-1
Cell256	5	1545.6194640628416	False	0.0	False	-1
Cell257	6	2421.4032072662258	False	0.0	False	-1
Cell258	3	1266.1869590482465	False	0.0	False	-1
Cell259	5	5085.617101599896	False	0.0	True	4
Cell260	6	1872.0576349137998	False	0.0	False	-1
Cell261	3	1540.48052736307	False	0.0	False	-1
Cell262	3	2401.832638622155	True	0.10009523393087756	False	-1
Cell263	6	11046.420825955774	False	0.0	False	-1
Cell264	6	1207.7837481947597	False	0.0	False	-1
Cell265	6	3684.2532452429587	False	0.0	False	-1
Cell266	6	4263.032089488622	False	0.0	False	-1
Cell267	2	3699.5669398485843	False	0.0	False	-1
Cell268	4	2140.9073387817607	False	0.0	False	-1
Cell269	3	10879.735990356008	True	0.19317517688406421	False	-1
Cell270	3	2033.2204235369086	False	0.0	False	-1
Cell271	3	1579.9260495827446	False	0.0	False	-1
Cell272	3	428.9886475327184	True	0.5355883585865011	False	-1
Cell273	4	4788.771004388312	False	0.0	False	-1
Cell274	1	827.8073266455918	True	0.4190061054345784	False	-1
Cell275	3	2039.7386759584128	False	0.0	True	4
Cell276	2	2581.93335625869	False	0.0	False	-1
Cell277	3	1174.4336914919738	False	0.0	False	-1
Cell278	5	722.8709034993121	False	0.0	False	-1
Cell279	4	1306.0969682374077	False	0.0	False	-1
Cell280	2	5483.15103496347	True	0.5785917719947363	False	-1
Cell281	2	2404.1811757202695	False	0.0	False	-1
Cell282	6	5153.642902221614	False	0.0	False	-1
Cell283	1	1080.2723693091061	True	0.6606052030251889	False	-1
Cell284	3	3746.747789674002	True	0.19893031947607548	False	-1
Cell285	3	2201.6810903252444	True	0.6311373898856523	False	-1
Cell286	4	15891.085378442207	False	0.0	False	-1
Cell287	6	1585.9570848607816	False	0.0	False	-1
Cell288	3	1796.2198796527941	False	0.0	False	-1
Cell289	2	875.3698348539795	False	0.0	False	-1
Cell290	5	1638.829234687836	False	0.0	False	-1
Cell291	6	1146.1606919853696	False	0.0	False	-1
Cell292	1	744.6433042575297	False	0.0	False	-1
Cell293	6	5312.159613915726	False	0.0	False	-1
Cell294	5	1425.7354254977636	False	0.0	False	-1
Cell295	2	2120.728567131099	False	0.0	False	-1
Cell296	1	881.9560987925282	False	0.0	False	-1
Cell297	1	4366.545389579333	True	0.4847803785819137	False	-1
Cell298	4	1526.7550471051366	False	0.0	False	-1
Cell299	2	2340.5599219425453	False	0.0	False	-1
Cell300	4	775.9330488089943	False	0.0	False	-1
Cell301	2	2484.7175380464323	False	0.0	False	-1
Cell302	6	1445.1751308551343	False	0.0	False	-1
Cell303	4	834.9438746632733	False	0.0	False	-1
Cell304	6	880.8868972488655	False	0.0	False	-1
Cell305	3	2312.971365583301	False	0.0	False	-1
Cell306	6	547.0869845280106	False	0.0	False	-1
Cell307	3	689.4982824648771	False	0.0	False	-1
Cell308	3	2262.197833710059	True	0.1198583013365689	False	-1
Cell309	5	1756.243579148268	False	0.0	False	-1
Cell310	3	6572.985684478525	True	0.41733561381942075	True	2
Cell311	6	871.2930140323076	False	0.0	False	-1
Cell312	3	2316.672568349649	True	0.6194317767810775	False	-1
Cell313	1	2855.6114117308152	False	0.0	False	-1
Cell314	3	1165.8949255115929	True	0.1676875116866621	False	-1
Cell315	5	9447.390627729195	False	0.0	False	-1
Cell316	1	3560.1888961410464	True	0.39027458985561736	False	-1
Cell317	2	3071.7632473913113	False	0.0	False	-1
Cell318	5	3158.3937024242177	False	0.0	False	-1
Cell319	6	943.1479215843673	False	0.0	False	-1
Cell320	1	4764.451198940101	True	0.13921386920983633	False	-1
Cell321	6	2524.362761675179	False	0.0	False	-1
Cell322	3	4801.299421994479	False	0.0	False	-1
Cell323	5	2724.8459569003685	False	0.0	False	-1
Cell324	4	1568.830850015164	False	0.0	False	-1
Cell325	6	864.2780309826243	False	0.0	False	-1
Cell326	6	929.2238197881246	False	0.0	False	-1
Cell327	3	1524.7026674830415	False	0.0	False	-1
Cell328	2	509.90859554158453	True	0.5863648280078155	False	-1
Cell329	4	587.5431554446998	False	0.0	False	-1
Cell330	3	2438.460840853727	True	0.3562316383192352	False	-1
Cell331	2	2100.0611669334403	False	0.0	False	-1
Cell332	4	3601.149967475539	False	0.0	False	-1
Cell333	3	1291.847305588881	False	0.0	False	-1
Cell334	4	3639.9812576073814	False	0.0	False	-1
Cell335	6	1370.1568779764104	False	0.0	False	-1
Cell336	4	3099.114299146497	False	0.0	True	1
Cell337	6	2213.201528319225	False	0.0	False	-1
Cell338	5	1166.4430008302932	False	0.0	False	-1
Cell339	3	3755.825280613977	False	0.0	False	-1
Cell340	4	493.5601825677996	False	0.0	False	-1
Cell341	6	2283.339245138323	False	0.0	False	-1
Cell342	3	894.2318514169887	True	0.20285301519662496	False	-1
Cell343	2	1718.2956520489242	False	0.0	False	-1
Cell344	6	611.8742685606067	False	0.0	False	-1
Cell345	2	2971.7127435555003	False	0.0	False	-1
Cell346	6	735.1707265946816	False	0.0	False	-1
Cell347	1	1221.5781092149023	True	0.33600872435989615	False	-1
Cell348	2	11233.064070771503	False	0.0	False	-1
Cell349	5	4094.985134694068	False	0.0	False	-1
Cell350	6	1773.3296693074758	False	0.0	False	-1
Cell351	2	1654.8262591378766	False	0.0	True	2
Cell352	3	4675.070413209545	False	0.0	False	-1
Cell353	3	9110.370858091808	False	0.0	False	-1
Cell354	3	256.95593923737556	False	0.0	False	-1
Cell355	4	1648.8067721090226	False	0.0	False	-1
Cell356	6	1584.9852200676182	False	0.0	False	-1
Cell357	4	471.1271615797218	False	0.0	False	-1
Cell358	6	1462.3990832966856	False	0.0	False	-1
Cell359	4	711.1380546978905	False	0.0	False	-1
Cell360	1	1967.0475855371371	False	0.0	False	-1
Cell361	4	3404.601751776972	False	0.0	False	-1
Cell362	5	1160.0824703768235	False	0.0	False	-1
Cell363	4	1795.1837480602378	False	0.0	False	-1
Cell364	3	430.6653935196652	False	0.0	False	-1
Cell365	1	658.8538508230616	False	0.0	False	-1
Cell366	4	7684.060661516643	False	0.0	False	-1
Cell367	3	598.3285932697061	False	0.0	False	-1
Cell368	5	1652.8800887210812	False	0.0	False	-1
Cell369	6	1886.3847872283256	False	0.0	False	-1
Cell370	4	851.8630805155103	False	0.0	False	-1
Cell371	3	2749.106343795871	False	0.0	True	4
Cell372	5	14168.458644516151	False	0.0	False	-1
Cell373	2	416.18281488979534	False	0.0	False	-1
Cell374	4	950.4117818054498	False	0.0	False	-1
Cell375	6	3162.30930776893	False	0.0	False	-1
Cell376	4	2099.5284037578713	False	0.0	False	-1
Cell377	4	1679.466021144185	False	0.0	False	-1
Cell378	4	6953.439023418798	False	0.0	False	-1
Cell379	3	1244.9780757633325	True	0.3726147162774849	False	-1
Cell380	6	1122.973232419934	False	0.0	False	-1
Cell381	2	723.4737924656118	False	0.0	False	-1
Cell382	1	3563.7913884708096	False	0.0	False	-1
Cell383	5	4198.072892337803	False	0.0	False	-1
Cell384	6	1387.0039296734722	False	0.0	False	-1
Cell385	3	1532.5758609182258	False	0.0	False	-1
Cell386	5	5180.838218338116	False	0.0	False	-1
Cell387	5	538.8794523105668	False	0.0	False	-1
Cell388	5	2210.4780398938324	False	0.0	True	6
Cell389	6	1291.731721814388	False	0.0	False	-1
Cell390	5	2843.3899130978743	False	0.0	False	-1
Cell391	3	7048.766942907274	False	0.0	False	-1
Cell392	6	5377.554397829237	False	0.0	False	-1
Cell393	2	1023.0099670496137	False	0.0	False	-1
Cell394	3	2918.7504036953974	False	0.0	False	-1
Cell395	3	1080.4522772866912	False	0.0	False	-1
Cell396	1	1617.2655401032953	True	0.4997824493714802	True	1
Cell397	6	1406.4324716236783	False	0.0	False	-1
Cell398	1	688.4739871016957	False	0.0	True	3
Cell399	5	1415.0464492495107	False	0.0	False	-1
Cell400	5	2895.1131686784274	False	0.0	False	-1
Cell401	1	2984.4949630617275	False	0.0	False	-1
Cell402	3	1522.7092207467233	True	0.5078912944664324	False	-1
Cell403	2	2806.0368556620165	True	0.6055374232740397	False	-1
Cell404	6	1636.9979430160893	False	0.0	False	-1
Cell405	4	2339.1367312292114	False	0.0	False	-1
Cell406	2	2048.6641737823593	False	0.0	False	-1
Cell407	3	5378.138646322479	True	0.48707988912468214	False	-1
Cell408	6	2252.695825237766	False	0.0	False	-1
Cell409	6	1013.399533712087	False	0.0	False	-1
Cell410	3	3557.1225883390366	False	0.0	False	-1
Cell411	3	2940.587828825576	True	0.5881641984869225	False	-1
Cell412	2	1399.4283617173276	False	0.0	False	-1
Cell413	2	1883.8970811030229	True	0.4689105561605911	True	2
Cell414	4	1943.2604967122502	False	0.0	False	-1
Cell415	3	1256.788955927699	False	0.0	True	1
Cell416	6	6452.479336256373	False	0.0	False	-1
Cell417	1	945.7080381457118	False	0.0	False	-1
Cell418	1	1428.040312719711	True	0.2188923986492787	False	-1
Cell419	2	1011.7340142881254	True	0.3435831900293522	False	-1
Cell420	5	3448.128999882038	False	0.0	False	-1
Cell421	5	1589.0860024086246	False	0.0	False	-1
Cell422	1	3490.386417538096	False	0.0	False	-1
Cell423	3	1456.136826194798	False	0.0	False	-1
Cell424	1	525.6745371594099	False	0.0	False	-1
Cell425	1	1508.6253508373875	False	0.0	False	-1
Cell426	5	1923.4802433686875	False	0.0	False	-1
Cell427	2	2584.240540160467	False	0.0	False	-1
Cell428	5	1787.8783137278842	False	0.0	False	-1
Cell429	5	1813.0994454629283	False	0.0	False	-1
Cell430	4	931.7233882711369	False	0.0	False	-1
Cell431	1	5082.703364158725	False	0.0	False	-1
Cell432	3	2852.91266499925	False	0.0	False	-1
Cell433	4	1753.2351837834187	False	0.0	False	-1
Cell434	5	840.7650829706928	False	0.0	False	-1
Cell435	1	1294.1555827795657	False	0.0	False	-1
Cell436	6	13430.399729165712	False	0.0	True	4
Cell437	6	1127.8601326445144	False	0.0	False	-1
Cell438	1	6617.613245329848	True	0.10738517114719677	False	-1
Cell439	3	1031.1387530913298	True	0.43454317052273905	False	-1
Cell440	2	3821.7534059956024	False	0.0	False	-1
Cell441	3	2163.870942502891	True	0.6692398807775468	False	-1
Cell442	2	2283.947945357267	True	0.5463935005695819	False	-1
Cell443	5	6272.570403563194	False	0.0	False	-1
Cell444	5	2141.656617932902	False	0.0	False	-1
Cell445	3	853.7894014982726	True	0.20648745363240428	False	-1
Cell446	2	11914.854689144213	False	0.0	False	-1
Cell447	2	3710.1653965590403	True	0.18171417841872223	False	-1
Cell448	1	3185.3615799373774	True	0.5061643093106885	False	-1
Cell449	4	1929.0649111033645	False	0.0	False	-1
Cell450	5	1602.1838456858293	False	0.0	False	-1
Cell451	2	925.7270422077374	True	0.5741163669260707	False	-1
Cell452	1	2049.7174027797773	False	0.0	False	-1
Cell453	4	4815.950541148754	False	0.0	False	-1
Cell454	1	723.318659198147	False	0.0	False	-1
Cell455	3	3475.863902879323	False	0.0	False	-1
Cell456	3	822.6133259818114	False	0.0	False	-1
Cell457	4	1460.2103810537915	False	0.0	False	-1
Cell458	2	540.8448956269735	False	0.0	False	-1
Cell459	4	743.015036243974	False	0.0	False	-1
Cell460	2	3004.136018791156	False	0.0	False	-1
Cell461	4	807.3487487591582	False	0.0	True	1
Cell462	6	1627.0532546223544	False	0.0	False	-1
Cell463	2	650.7352147340433	False	0.0	False	-1
Cell464	2	910.1623626882329	False	0.0	False	-1
Cell465	4	5219.722906614858	False	0.0	False	-1
Cell466	1	2249.4806463404248	False	0.0	False	-1
Cell467	4	3162.330768896108	False	0.0	False	-1
Cell468	6	1071.7439475620365	False	0.0	False	-1
Cell469	4	2684.790142241428	False	0.0	False	-1
Cell470	5	3841.8154694220652	False	0.0	False	-1
Cell471	2	1585.615548402983	False	0.0	False	-1
Cell472	3	1833.8464064541822	False	0.0	True	5
Cell473	2	2299.8925267193204	True	0.3078724552504839	False	-1
Cell474	3	1520.8048922509597	False	0.0	True	5
Cell475	6	2921.9583626894514	False	0.0	False	-1
Cell476	6	2388.0101000036816	False	0.0	False	-1
Cell477	3	4353.592385169608	True	0.5018385505614904	False	-1
Cell478	6	3198.9631392786173	False	0.0	False	-1
Cell479	4	661.1301256373074	False	0.0	False	-1
Cell480	5	2140.6472608920017	False	0.0	False	-1
Cell481	2	6014.263895887959	True	0.4236933734947579	False	-1
Cell482	5	927.8948002088899	False	0.0	False	-1
Cell483	5	2190.9343550820877	False	0.0	True	1
Cell484	2	1780.456422444416	False	0.0	False	-1
Cell485	1	1640.8613304000328	True	0.43433091762753995	False	-1
Cell486	4	10048.462028090362	False	0.0	False	-1
Cell487	5	3422.6113176711106	False	0.0	False	-1
Cell488	1	7145.604363636935	False	0.0	False	-1
Cell489	6	866.0703400101511	False	0.0	False	-1
Cell490	1	1886.3372326285212	False	0.0	False	-1
Cell491	6	2791.8417077850854	False	0.0	False	-1
Cell492	1	2143.337271688578	False	0.0	False	-1
Cell493	5	371.2006921227581	False	0.0	False	-1
Cell494	6	1682.387340747386	False	0.0	False	-1
Cell495	2	1898.8118682257773	True	0.5482248906663132	False	-1
Cell496	1	3221.8815563313265	False	0.0	False	-1
Cell497	4	3718.559440368362	False	0.0	False	-1
Cell498	6	5347.568881577829	False	0.0	False	-1
Cell499	1	2530.6173544700664	False	0.0	False	-1
Cell500	6	792.1249884598266	False	0.0	False	-1
Cell501	3	4435.845119272191	True	0.5984566282896818	False	-1
Cell502	2	2659.7619565539553	False	0.0	False	-1
Cell503	5	3609.088221888819	False	0.0	False	-1
Cell504	4	1101.3316838960561	False	0.0	False	-1
Cell505	2	8952.989354740786	False	0.0	False	-1
Cell506	5	9179.379961492226	False	0.0	False	-1
Cell507	4	967.0438973168085	False	0.0	False	-1
Cell508	3	1906.404236984226	False	0.0	False	-1
Cell509	2	3651.087385983477	False	0.0	False	-1
Cell510	6	1587.946131694946	False	0.0	False	-1
